"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-05","9.62",",,W",,,"0.49",",,W,2400","0.0",",,W,",,,"52","H,,S","53",",,W","49",",,W","   50",",,W","   20",",,W","17.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-06","11.41",",,W",,,"1.07",",,W,2400","0.0",",,W,",,,"47","H,,S","49",",,W","45",",,W","   50",",,W","   80",",,W","21.0",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-07","8.05",",,W",,,"0.02",",,W,2400","0.0",",,W,",,,"56","H,,S","69",",,W","47",",,W","   10",",,W","  360",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-08","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"63","H,,S","75",",,W","52",",,W","  160",",,W","  130",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-09","8.95",",,W",,,"0.03",",,W,2400","0.0",",,W,",,,"62","H,,S","73",",,W","51",",,W","  320",",,W","  320",",,W","23.9",",,W","32.0",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-10","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","80",",,W","61",",,W","  240",",,W","  240",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-11","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"74","H,,S","87",",,W","63",",,W","  240",",,W","  240",",,W","23.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-12","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"80","H,,S","90",",,W","72",",,W","  290",",,W","  290",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-13","10.96",",,W",,,"0.01",",,W,2400","0.0",",,W,",,,"79","H,,S","88",",,W","67",",,W","  270",",,W","  280",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-14","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"72","H,,S","78",",,W","54",",,W","  280",",,W","  290",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-15","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"62","H,,S","73",",,W","50",",,W","  190",",,W","  190",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-16","9.84",",,W",,,"0.53",",,W,2400","0.0",",,W,",,,"60","H,,S","67",",,W","57",",,W","  150",",,W","  150",",,W","18.1",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-17","5.82",",,W",,,"0.07",",,W,2400","0.0",",,W,",,,"61","H,,S","71",",,W","56",",,W","  220",",,W","  210",",,W","13.0",",,W","16.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-18","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"71","H,,S","78",",,W","66",",,W","  220",",,W","  190",",,W","17.0",",,W","30.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-19","13.87",",,W",,,"0.42",",,W,2400","0.0",",,W,",,,"74","H,,S","82",",,W","67",",,W","  210",",,W","  220",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-20","12.53",",,W",,,"0.01",",,W,2400","0.0",",,W,",,,"71","H,,S","79",",,W","63",",,W","  220",",,W","  210",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-21","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"69","H,,S","78",",,W","57",",,W","  250",",,W","  290",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-22","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"69","H,,S","79",",,W","58",",,W","  240",",,W","  260",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-23","12.30",",,W",,,"0.10",",,W,2400","0.0",",,W,",,,"74","H,,S","85",",,W","64",",,W","  180",",,W","  220",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-24","11.63",",,W",,,"0.09",",,W,2400","0.0",",,W,",,,"74","H,,S","80",",,W","66",",,W","  290",",,W","  290",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-25","10.07",",,W",,,"0.34",",,W,2400","0.0",",,W,",,,"69","H,,S","78",",,W","59",",,W","  300",",,W","  310",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-26","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"63","H,,S","74",",,W","54",",,W","  240",",,W","  240",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-27","8.50",",,W",,,"0.96",",,W,2400","0.0",",,W,",,,"61","H,,S","69",",,W","53",",,W","  270",",,W","  250",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-28","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"60","H,,S","72",",,W","50",",,W","  310",",,W","  300",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-29","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"65","H,,S","73",",,W","56",",,W","  240",",,W","  240",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-06-30","12.75",",,W",,,"0.12",",,W,2400","0.0",",,W,",,,"71","H,,S","82",",,W","64",",,W","  250",",,W","  230",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-01","12.97",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"72","H,,S","82",",,W","66",",,W","  180",",,W","  170",",,W","23.9",",,W","33.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-02","11.41",",,W",,,"0.12",",,W,2400","0.0",",,W,",,,"74","H,,S","82",",,W","67",",,W","  270",",,W","  270",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-03","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"72","H,,S","80",",,W","62",",,W","  250",",,W","  280",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-04","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","79",",,W","60",",,W","  340",",,W","  310",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-05","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"72","H,,S","80",",,W","62",",,W","  160",",,W","  160",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-06","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"69","H,,S","78",",,W","59",",,W","  170",",,W","  170",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-07","5.82",",,W",,,"0.51",",,W,2400","0.0",",,W,",,,"64","H,,S","67",",,W","61",",,W","  100",",,W","   90",",,W","14.1",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-08","10.96",",,W",,,"0.02",",,W,2400","0.0",",,W,",,,"68","H,,S","82",",,W","61",",,W","  230",",,W","  230",",,W","21.9",",,W","29.1",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-09","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"68","H,,S","77",",,W","59",",,W","  280",",,W","  280",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-10","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","81",",,W","60",",,W","  220",",,W","  210",",,W","21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-11","8.28",",,W",,,"0.16",",,W,2400","0.0",",,W,",,,"71","H,,S","80",",,W","65",",,W","  250",",,W","  270",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-12","5.59",",,W",,,"0.17",",,W,2400","0.0",",,W,",,,"72","H,,S","83",",,W","66",",,W","  220",",,W","  220",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-13","6.93",",,W",,,"0.05",",,W,2400","0.0",",,W,",,,"64","H,,S","71",",,W","54",",,W","   40",",,W","   30",",,W","14.1",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-14","5.37",",,W",,,"0.07",",,W,2400","0.0",",,W,",,,"57","H,,S","62",",,W","54",",,W","  130",",,W","  120",",,W","10.1",",,W","14.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-15","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"66","H,,S","79",",,W","60",",,W","  260",",,W","  230",",,W","14.1",",,W","17.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-16","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"73","H,,S","83",",,W","64",",,W","  290",",,W","  230",",,W","13.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-17","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"74","H,,S","82",",,W","65",",,W","  180",",,W","  190",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-18","8.28",",,W",,,"0.21",",,W,2400","0.0",",,W,",,,"72","H,,S","83",",,W","66",",,W","  210",",,W","  230",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-19","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"76","H,,S","86",",,W","68",",,W","  240",",,W","  250",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-20","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"77","H,,S","87",",,W","67",",,W","  240",",,W","  220",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-21","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"76","H,,S","85",",,W","64",",,W","  280",",,W","  270",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-22","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"74","H,,S","82",",,W","66",",,W","  280",",,W","  290",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-23","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","74",",,W","62",",,W","   30",",,W","   50",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-24","10.29",",,W",,,"0.88",",,W,2400","0.0",",,W,",,,"58","H,,S","62",",,W","52",",,W","   70",",,W","   60",",,W","19.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-25","5.82",",,W",,,"0.01",",,W,2400","0.0",",,W,",,,"55","H,,S","61",",,W","52",",,W","   40",",,W","   30",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-26","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"65","H,,S","76",",,W","56",",,W","  240",",,W","  240",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-27","10.07",",,W",,,"0.09",",,W,2400","0.0",",,W,",,,"63","H,,S","67",",,W","58",",,W","  240",",,W","  240",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-28","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","78",",,W","62",",,W","  360",",,W","   10",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-29","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"65","H,,S","70",",,W","58",",,W","   30",",,W","   20",",,W","17.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-30","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"67","H,,S","78",",,W","59",",,W","  360",",,W","  350",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-07-31","6.71",",,W"," 0619",",,W","0.00",",,W,2400","0.0",",,W,",,,"69","H,,S","82",",,W","56",",,W","  250",",,W","  230",",,W","12.1",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-01","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"74","H,,S","85",",,W","65",",,W","  290",",,W","  300",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-02","5.37",",,W",,,"0.57",",,W,2400","0.0",",,W,",,,"73","H,,S","83",",,W","64",",,W","  300",",,W","  300",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-03","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","81",",,W","62",",,W","  210",",,W","  260",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-04","9.17",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"71","H,,S","82",",,W","63",",,W","  180",",,W","  180",",,W","17.0",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-05","9.84",",,W",,,"0.55",",,W,2400","0.0",",,W,",,,"68","H,,S","72",",,W","60",",,W","  280",",,W","  300",",,W","18.1",",,W","23.9",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-06","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"64","H,,S","72",",,W","56",",,W","  280",",,W","  290",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-07","7.83",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"64","H,,S","69",",,W","58",",,W","  210",",,W","  200",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-08","5.59",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"65","H,,S","73",",,W","59",",,W","  290",",,W","  290",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-09","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"68","H,,S","79",",,W","57",",,W","  230",",,W","  260",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-10","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"71","H,,S","82",",,W","62",",,W","  180",",,W","  180",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-11","7.16",",,W",,,"0.05",",,W,2400","0.0",",,W,",,,"70","H,,S","77",",,W","61",",,W","  210",",,W","  210",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-12","7.61",",,W",,,"0.06",",,W,2400","0.0",",,W,",,,"66","H,,S","76",",,W","58",",,W","  230",",,W","  230",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-13","9.17",",,W",,,"0.02",",,W,2400","0.0",",,W,",,,"71","H,,S","79",",,W","66",",,W","  300",",,W","  290",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-14","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","78",",,W","62",",,W","  240",",,W","  230",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-15","8.95",",,W",,,"0.02",",,W,2400","0.0",",,W,",,,"67","H,,S","73",",,W","63",",,W","  250",",,W","  260",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-16","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"71","H,,S","79",",,W","64",",,W","  300",",,W","  310",",,W","16.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-17","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"67","H,,S","77",",,W","56",",,W","  240",",,W","  220",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-18","9.84",",,W",,,"0.05",",,W,2400","0.0",",,W,",,,"68","H,,S","78",",,W","62",",,W","  190",",,W","  180",",,W","21.9",",,W","30.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-19","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"75","H,,S","83",",,W","68",",,W","  240",",,W","  270",",,W","18.1",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-20","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"72","H,,S","80",",,W","65",",,W","  300",",,W","  300",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-21","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"72","H,,S","82",",,W","63",",,W","  270",",,W","  270",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-22","13.20",",,W",,,"0.08",",,W,2400","0.0",",,W,",,,"74","H,,S","86",",,W","66",",,W","  220",",,W","  220",",,W","23.9",",,W","33.1",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-23","12.08",",,W",,,"0.14",",,W,2400","0.0",",,W,",,,"73","H,,S","77",",,W","60",",,W","  240",",,W","  240",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-24","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"65","H,,S","74",",,W","54",",,W","  290",",,W","  310",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-25","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"64","H,,S","71",",,W","55",",,W","  280",",,W","  310",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-26","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"62","H,,S","71",",,W","53",",,W","  280",",,W","  340",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-27","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"63","H,,S","73",",,W","56",",,W","   60",",,W","  340",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-28","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"63","H,,S","72",",,W","54",",,W","   70",",,W","   60",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-29","6.49",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"59","H,,S","64",",,W","53",",,W","   70",",,W","  100",",,W","12.1",",,W","16.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-30","8.05",",,W",,,"0.05",",,W,2400","0.0",",,W,",,,"61","H,,S","71",",,W","56",",,W","  360",",,W","  360",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-08-31","10.74",",,W",,,"0.00","T,,W,2400","0.0",",,W,",,,"63","H,,S","73",",,W","52",",,W","  290",",,W","  290",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-01","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"55","H,,S","64",",,W","44",",,W","  290",",,W","  290",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-02","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"56","H,,S","67",",,W","45",",,W","  340",",,W","  350",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-03","10.51",",,W",,,"0.67",",,W,2400","0.0",",,W,",,,"54","H,,S","57",",,W","51",",,W","  250",",,W","  240",",,W","18.1",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-04","14.54",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"62","H,,S","75",",,W","53",",,W","  270",",,W","  260",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-05","15.21",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"70","H,,S","81",",,W","62",",,W","  180",",,W","  220",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-06","6.49",",,W",,,"1.33",",,W,2400","0.0",",,W,",,,"65","H,,S","68",",,W","57",",,W","  300",",,W","  310",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-07","9.40",",,W",,,"0.31",",,W,2400","0.0",",,W,",,,"61","H,,S","70",",,W","53",",,W","  290",",,W","  280",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-08","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"58","H,,S","67",",,W","50",",,W","  260",",,W","  310",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094746","WORCESTER REGIONAL AIRPORT, MA US","2017-09-09","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W,",,,"58","H,,S","67",",,W","50",",,W","  340",",,W","  330",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
